Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
山本　祐大,DeNA,500,捕手,1,180,78,A型,右,右,大阪,1998-09-11,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮﨑　敏郎,DeNA,8e3,内野手,6,172,85,B型,右,右,佐賀,1988-12-12,51,0.308,81,330,308,95,16,42,0,22,0,27,0,10,0.355,0.526,0.881,6.44,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
細川　成也,DeNA,540,外野手,2,179,86,AB型,右,右,神奈川,1998-08-04,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
パットン,DeNA,13e3,投手,2,185,91,不明,右,右,アメリカ,1988-02-20,53,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,3,0,0,18,1,118,27.1,28,0,11,0,35,10,10,1.43,1.44
寺田　光輝,DeNA,600,投手,1,175,73,B型,右,右,三重,1992-01-05,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ｇ　後藤　武敏,DeNA,1890,内野手,16,176,84,A型,右,右,静岡,1980-06-05,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ウィーランド,DeNA,13e3,投手,2,188,93,不明,右,右,アメリカ,1990-01-21,56,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,4,5,0,0,0.444,267,62,70,10,15,3,57,33,27,1.37,4.2
青柳　昴樹,DeNA,530,外野手,3,182,84,A型,右,右,大阪,1997-05-19,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武藤　祐太,DeNA,930,投手,8,178,85,O型,右,右,埼玉,1989-06-14,58,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,0,0,0,3,0,70,17.1,14,3,7,1,12,9,9,1.21,5.2
平良　拳太郎,DeNA,750,投手,5,180,76,O型,右,右,沖縄,1995-07-12,59,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,1,1,0,0,0.5,66,14.2,15,2,10,0,10,6,4,1.7,5.17
白根　尚貴,DeNA,540,外野手,7,186,90,A型,右,右,島根,1993-04-28,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中川　大志,DeNA,960,内野手,10,186,95,A型,右,右,愛知,1990-06-08,61,0.25,36,52,48,12,2,6,0,4,0,17,0,3,0.308,0.438,0.745,3.79,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
エスコバー,DeNA,5500,投手,2,188,102,不明,左,左,ベネズエラ,1992-04-22,62,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,2,0,10,0.5,132,32,24,4,15,2,34,10,8,1.22,4.03
関根　大気,DeNA,1570,外野手,5,173,75,A型,左,左,愛知,1995-06-28,63,0.25,11,17,16,4,0,3,0,0,0,5,1,0,0.25,0.438,0.688,2.72,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
百瀬　大騎,DeNA,540,内野手,4,175,70,A型,右,左,長野,1997-03-11,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
国吉　佑樹,DeNA,1700,投手,9,196,103,A型,右,右,大阪,1991-09-24,65,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,0,0,0,1,0,61,13,15,2,8,0,13,9,9,1.77,4.97
西森　将司,DeNA,610,捕手,7,182,80,A型,右,両,京都,1987-12-29,66,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　浩康,DeNA,2200,内野手,14,177,77,O型,右,右,京都,1982-05-24,67,0.233,15,34,30,7,0,3,0,2,1,2,1,3,0.303,0.267,0.57,1.61,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　好明,DeNA,1050,投手,13,177,81,O型,右,左,大阪,1985-03-12,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中後　悠平,DeNA,500,投手,5,183,72,O型,左,左,大阪,1989-09-17,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
笠井　崇正,DeNA,360,投手,2,179,93,B型,右,右,北海道,1994-08-07,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
野川　拓斗,DeNA,700,投手,3,170,78,B型,左,左,埼玉,1991-09-06,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ソト,DeNA,3500,内野手,1,185,97,不明,右,右,プエルトリコ,1989-02-28,99,0.32,45,189,178,57,10,28,0,7,4,41,0,1,0.36,0.539,0.899,7.23,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
網谷　圭将,DeNA,360,内野手,3,184,84,O型,右,右,千葉,1997-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武白志,DeNA,360,内野手,3,188,95,A型,右,右,神奈川,1998-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
亀井　塔生,DeNA,360,捕手,4,180,75,O型,右,右,京都,1997-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田村　丈,DeNA,360,投手,3,185,86,O型,右,右,兵庫,1992-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中川　虎大,DeNA,360,投手,1,178,79,B型,右,右,和歌山,1999-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
水野　滉也,DeNA,1200,投手,2,175,74,O型,右,右,北海道,1994-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉川　尚輝,Giants,1300,内野手,2,177,79,A型,右,左,岐阜,1995-02-08,0,0.225,81,308,275,62,2,17,9,16,4,60,11,4,0.276,0.316,0.592,2.89,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
寺内　崇幸,Giants,3200,内野手,12,177,73,B型,右,右,栃木,1983-05-27,00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
比嘉　賢伸,Giants,250,内野手,1,180,82,A型,右,左,大阪,2000-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
陽　岱鋼,Giants,3e4,外野手,13,183,89,A型,右,右,台湾,1987-01-17,2,0.256,46,173,156,40,4,20,1,12,2,44,3,4,0.318,0.41,0.728,4.12,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
加藤　脩平,Giants,250,外野手,2,178,79,O型,右,左,静岡,1999-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山川　和大,Giants,250,投手,2,166,74,A型,右,左,兵庫,1995-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
笠井　駿,Giants,250,外野手,1,180,80,B型,右,右,東京,1995-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
広畑　塁,Giants,250,捕手,1,177,72,O型,右,左,福岡,1995-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ゲレーロ,Giants,4e4,外野手,2,182,99,不明,右,右,キューバ,1986-11-20,5,0.253,60,251,225,57,10,29,2,21,5,49,0,5,0.331,0.458,0.788,5.11,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂本　工宜,Giants,280,投手,2,180,82,O型,右,右,滋賀,1994-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂本　勇人,Giants,35e3,内野手,12,186,83,AB型,右,右,兵庫,1988-12-14,6,0.328,82,376,326,107,13,56,8,50,0,65,0,4,0.418,0.515,0.933,8.16,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
長野　久義,Giants,19e3,外野手,9,180,85,O型,右,右,佐賀,1984-12-06,7,0.271,75,272,240,65,7,34,3,30,1,50,0,3,0.353,0.404,0.757,5.27,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小山　翔平,Giants,250,捕手,1,170,70,O型,右,右,京都,1996-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
折下　光輝,Giants,250,内野手,1,177,86,A型,右,右,徳島,2000-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松原　聖弥,Giants,290,外野手,2,173,72,O型,右,左,大阪,1995-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
亀井　善行,Giants,5200,外野手,14,178,82,AB型,右,左,奈良,1982-07-28,9,0.296,74,280,250,74,9,35,3,28,1,45,0,5,0.368,0.46,0.828,6.3,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
阿部　慎之助,Giants,21e3,内野手,18,180,97,A型,右,左,千葉,1979-03-20,10,0.237,50,102,93,22,5,22,0,8,0,23,1,4,0.297,0.419,0.716,3.74,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高山　竜太朗,Giants,280,捕手,2,186,87,A型,右,右,鹿児島,1995-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
上原　浩治,Giants,2e4,投手,11,187,87,B型,右,右,大阪,1975-04-03,11,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,0,3,0,9,0,93,24,20,4,3,1,19,10,10,0.96,4.2
髙井　俊,Giants,240,投手,2,180,83,AB型,右,右,新潟,1995-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
成瀬　功亮,Giants,310,投手,8,182,90,A型,右,右,北海道,1992-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
脇谷　亮太,Giants,2e3,内野手,13,177,77,A型,右,左,大分,1981-11-04,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森福　允彦,Giants,12e3,投手,12,172,70,A型,左,左,愛知,1986-07-29,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,0,0,0,0,10,2,4,1,0,0,0,3,3,2,9.62
堀岡　隼人,Giants,250,投手,2,183,87,O型,右,右,神奈川,1998-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松澤　裕介,Giants,260,外野手,2,181,87,A型,左,左,愛知,1992-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
巽　大介,Giants,480,投手,3,183,86,AB型,左,左,鳥取,1997-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
澤村　拓一,Giants,15e3,投手,8,184,102,A型,右,右,栃木,1988-04-03,15,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,1,3,0,16,0.25,167,37,43,1,12,3,40,20,19,1.49,2.53
大竹　寛,Giants,5250,投手,17,184,94,B型,右,右,埼玉,1983-05-21,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,0,0.5,42,9,13,2,2,0,5,6,6,1.67,5.56
山上　信吾,Giants,250,投手,1,183,75,不明,右,右,群馬,1999-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田島　洸成,Giants,260,内野手,3,176,80,A型,右,左,埼玉,1996-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
杉内　俊哉,Giants,2500,投手,17,175,82,A型,左,左,福岡,1980-10-30,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　優大,Giants,250,投手,1,183,75,B型,右,右,山形,1999-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
菅野　智之,Giants,45e3,投手,6,186,92,A型,右,右,神奈川,1989-10-11,19,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,9,5,0,0,0.643,435,110,92,10,18,1,110,29,27,1,2.82
マシソン,Giants,35500,投手,7,191,104,不明,右,右,カナダ,1984-02-27,20,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,0,2,8,14,0,124,31.2,18,2,12,1,40,9,8,0.95,2.55
橋本　篤郎,Giants,280,投手,3,179,85,B型,左,左,熊本,1998-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉川　光夫,Giants,7e3,投手,12,178,76,O型,左,左,福岡,1988-04-06,21,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,3,3,0,0,0.5,185,42,45,8,18,0,36,25,25,1.5,5.17
小林　誠司,Giants,5400,捕手,5,178,83,O型,右,右,大阪,1989-06-07,22,0.229,73,199,166,38,1,22,0,20,2,28,10,5,0.317,0.277,0.595,2.87,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒井　颯太,Giants,250,外野手,1,190,98,A型,右,右,新潟,1999-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
野上　亮磨,Giants,15e3,投手,10,177,74,A型,右,右,福岡,1987-06-15,23,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,4,4,0,0,0.5,214,50.2,55,11,16,1,36,28,28,1.4,5.53
田中　大輝,Giants,650,投手,4,182,80,O型,左,左,熊本,1992-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡本　和真,Giants,1200,内野手,4,185,96,A型,右,右,奈良,1996-06-30,25,0.303,85,362,323,98,16,50,2,36,3,77,0,7,0.378,0.498,0.877,6.83,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
メルセデス,Giants,270,投手,2,188,82,不明,左,左,ドミニカ共和国,1994-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
内海　哲也,Giants,1e4,投手,15,186,95,A型,左,左,京都,1982-04-29,26,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,3,1,0,0,0.75,164,41.1,34,3,8,2,27,10,10,1.02,3.41
宇佐見　真吾,Giants,1700,捕手,3,181,87,O型,右,左,千葉,1993-06-04,27,0.138,15,36,29,4,0,3,0,7,0,12,0,0,0.306,0.207,0.512,2.49,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
マルティネス,Giants,250,内野手,2,188,77,不明,右,両,ドミニカ共和国,1993-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
畠　世周,Giants,2400,投手,2,186,78,AB型,右,左,広島,1994-05-31,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鍬原　拓也,Giants,1500,投手,1,177,76,A型,右,右,奈良,1996-03-26,29,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83,1,2,0,0,0.333,123,27.2,23,6,17,3,35,22,21,1.45,5.47
宮國　椋丞,Giants,2400,投手,8,186,84,B型,右,右,沖縄,1992-04-17,30,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,0,0,0,1,0,96,23.1,21,2,7,1,18,5,4,1.2,3.72
橋本　到,Giants,2900,外野手,10,172,78,O型,右,左,宮城,1990-04-28,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
マギー,Giants,26600,内野手,3,185,100,不明,右,右,アメリカ,1982-10-12,33,0.297,74,290,266,79,10,48,0,22,0,51,0,5,0.348,0.474,0.822,5.96,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西村　健太朗,Giants,8600,投手,15,184,94,A型,右,右,広島,1985-05-10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桜井　俊貴,Giants,1200,投手,3,181,86,AB型,右,右,兵庫,1993-10-21,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田原　誠次,Giants,3600,投手,7,180,80,A型,右,左,宮崎,1989-09-02,37,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,1,95,24,22,4,6,0,15,8,8,1.17,4.66
岸田　行倫,Giants,1200,捕手,1,176,80,A型,右,右,兵庫,1996-10-10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ヤングマン,Giants,8300,投手,1,198,95,不明,右,右,アメリカ,1989-12-18,39,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,3,0,0,0,1,81,21,15,1,7,0,20,4,4,1.05,2.69
谷岡　竜平,Giants,840,投手,2,181,85,A型,右,右,東京,1996-03-21,40,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,0,2,0.667,113,24,25,1,16,0,23,17,16,1.71,3.5
中川　皓太,Giants,1560,投手,3,183,86,A型,左,左,大阪,1994-02-24,41,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31,0,0,1,0,0,69,16,21,5,2,1,10,14,13,1.44,6.5
山口　俊,Giants,23e3,投手,13,187,97,O型,右,右,大分,1987-07-11,42,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,7,6,0,0,0.538,440,107,87,12,36,6,105,41,39,1.15,3.79
重信　慎之介,Giants,2400,外野手,3,173,70,A型,右,左,千葉,1993-04-17,43,0.286,13,8,7,2,0,0,3,0,0,2,1,0,0.286,0.286,0.571,1.25,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
カミネロ,Giants,22200,投手,2,193,111,不明,右,右,ドミニカ共和国,1987-06-16,44,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,1,1,11,2,0.5,90,18.2,27,1,6,1,19,13,12,1.77,2.75
今村　信貴,Giants,1300,投手,7,180,85,AB型,左,左,大阪,1994-03-15,45,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,2,2,0,0,0.5,93,23.2,18,3,6,1,18,9,9,1.01,4.13
大城　卓三,Giants,1e3,捕手,1,187,89,B型,右,左,沖縄,1993-02-11,46,0.229,45,103,96,22,2,10,0,7,0,21,0,2,0.282,0.344,0.625,2.96,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山口　鉄也,Giants,22400,投手,13,184,88,A型,左,左,神奈川,1983-11-11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
池田　駿,Giants,2e3,投手,2,174,71,A型,左,左,新潟,1992-11-29,48,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,38,9,11,0,3,0,6,5,3,1.56,2.79
石川　慎吾,Giants,2500,外野手,7,178,77,O型,右,右,大阪,1993-04-27,49,0.333,3,3,3,1,0,0,0,0,0,1,0,0,0.333,0.667,1,8.53,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
